Window,HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_LFn,HRV_HFn,HRV_LFHF,HRV_VLF,HRV_LF,HRV_HF,HRV_ApEn,HRV_SampEn,HRV_DFA_alpha1,HRV_DFA_alpha2,HRV_SD1,HRV_SD2,HRV_SD1SD2
Window_1,1380.0763248847927,50.82680940292693,53.3019863831279,0.30518033025841174,0.3791642651971864,0.8048762984024909,0.015370326766193383,0.015383003655136729,0.019112258226101,0.9249507976637714,2.06952410502249,0.8723723775699409,1.128049208265976,37.77627605950415,61.12661812380423,0.6180004263117106
Window_2,1399.5509637850466,92.0736381026826,88.12454607106812,0.38642508230299416,0.3416756510965964,1.1309705010081226,0.019633599982573222,0.030020275175425895,0.026543818029441505,1.1401307849817601,1.836363775464809,1.0383416726878139,0.8669326206290829,62.459910688201106,114.37385859454287,0.5461030296234254
Window_3,1402.3070715962442,86.2568361091456,65.95927716201308,0.62893147450202,0.12625152389048225,4.981575311895569,0.010160824530328523,0.026324148178604376,0.005284301958809013,1.0267473986734004,1.7246445325653035,1.34775433078842,0.767240213663815,46.74991379224716,112.79362208367887,0.41447302541241676
Window_4,1398.6759096244132,122.0375712496883,124.55497551995359,0.4639295835580195,0.3837637726674612,1.20889363874381,0.009543704181742985,0.03166947635976613,0.02619707420470392,1.025991373302563,1.2895349609711564,0.9626000499514517,1.131286838214707,88.28211780382475,148.12324723070432,0.5960044723184061
Window_5,1382.3603877314815,132.61573426628925,105.83451595506006,0.428719998640938,0.14449493037962674,2.967024500545287,0.01674762800895143,0.017978250373853776,0.006059353527599684,0.9669775679773656,1.3441567766714861,1.2088137552409877,1.0566278392769533,75.01050917890491,172.22112846531047,0.4355476581029014
Window_6,1404.7943691037735,102.34188501422898,79.39622228257699,0.7395111878126942,0.06114233876471252,12.094911688911273,0.01137392148956156,0.04238259982400519,0.0035041677784933274,1.0015582659540292,1.5765210974209585,1.3752647159553668,0.8969708481944583,56.27510514767186,133.71666592909781,0.42085333759002996
Window_7,1410.5800412735848,97.09163822096959,76.58669535595922,0.4987636620998031,0.13999909024968765,3.562620737108082,0.016455952089984457,0.02292218624140517,0.006434079834165003,0.9280267946023786,1.8431916428603257,1.2925582799054396,0.7928475184847353,54.28276768208462,126.37117566926847,0.4295502308544666
Window_8,1395.243136682243,83.71723952281708,61.04457270378294,0.5915023577163576,0.10077761212243967,5.869382546966009,0.0174485067343063,0.03368980991053645,0.005739924027945892,1.032859236307048,1.7024143688922053,1.2730616929393113,1.0236332256102074,43.26608324856291,110.16770919648684,0.3927292630855814
Window_9,1385.2107558139535,89.36349370337703,64.98333803114888,0.4892685597879944,0.168968418910804,2.895621341206206,0.01271672727538122,0.018322629200401702,0.006327702085787636,0.9974245837514051,1.7036251274938015,1.3540583515915747,0.8844046685033983,46.05579636705276,117.66591076712561,0.3914115487382109
Window_10,1378.2042050691243,94.89736875946511,70.67376407833595,0.7885919602020491,0.0913446271068277,8.633151014780427,0.0047479137583965195,0.03152073352594093,0.0036511273197903883,0.9450196732433831,1.7169582561453565,1.3966777742457759,0.7888985165273183,50.08938936765175,124.70497913693548,0.401663106912915
Window_11,1346.5427036199094,59.262893616512685,47.732015266774106,0.4281052546403689,0.17904946030915117,2.3909888022068984,0.016786541077307305,0.018607064715647954,0.0077821630525720204,1.1238863400041077,1.8458266904983307,1.2713488163173094,0.8518547260035255,33.82757025093211,76.70146233974324,0.4410290132552556
Window_12,1343.310106981982,56.349106135871835,39.427557474768676,0.6466105437370544,0.0994243802464087,6.503541104651849,0.010575985301318145,0.027181888658754462,0.0041795520657679575,0.9483304215379809,1.8236528330040087,1.2713590351493111,0.7862657081968399,27.94042239100403,74.61007073714907,0.37448593889473725
Window_13,1318.7121420704846,51.1817951418617,42.21258677248216,0.3933984884702751,0.17037321158514843,2.309039577349659,0.015340854147421278,0.013952315534441075,0.00604247569911976,1.0028460931692624,2.0489823341951277,1.2228756157856804,0.9425624070585807,29.913849740096065,65.8899072414196,0.4539974480536477
Window_14,1305.5270010964912,51.202734815562195,49.556618196176125,0.4112471084858691,0.25876653454750453,1.589259249481397,0.010565964727435862,0.013356053712010325,0.008403949019877429,0.9571696295722916,2.279745601024223,1.104938897043913,0.9991872997822951,35.1191576141684,63.48949745846942,0.5531490879596425
Window_15,1280.5458690987125,52.025202626679075,46.68730944753213,0.46312443276975257,0.20152746200871807,2.2980710824895807,0.016594021146112612,0.02337642110893303,0.010172192360389713,0.9809310783380161,2.10260860096137,1.1896500470554112,0.9337939962501403,33.084032129945356,65.84226818515751,0.5024740647893312
Window_16,1257.7465717299579,50.894397867456036,47.55762339731115,0.4535690613099164,0.30635348194552214,1.4805415575154883,0.014135031157315911,0.027342946991417226,0.018468206348291702,0.9614217130759659,1.958150203949815,1.1610821399495284,0.8043666805907743,33.699054833027574,63.63683455779358,0.5295526571552335
